Player,Date,OPP,Result,MIN,FG,FG%,3PT,3P%,FT,FT%,REB,AST,BLK,STL,PF,TO,PTS,rebounds/min,assists/min,blocks/min,stls/min,fouls/min,points/min,turnovers/min
cole-anderson,Thu 2/3,vsUCI,L53-52,21.0,1-5,20.0,1-3,33.3,1-2,50.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.05,0.0,0.0,0.0,0.05,0.19,0.0
cole-anderson,Sat 1/29,@HAW,L65-62,5.0,1-2,50.0,1-2,50.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
cole-anderson,Tue 1/25,@CSUN,W72-45,15.0,2-4,50.0,1-2,50.0,2-2,100.0,2.0,1.0,0.0,0.0,2.0,1.0,7.0,0.13,0.07,0.0,0.0,0.13,0.47,0.07
cole-anderson,Sat 1/15,@CSUF,L79-73,17.0,5-6,83.3,4-5,80.0,7-7,100.0,0.0,0.0,0.0,1.0,3.0,0.0,21.0,0.0,0.0,0.0,0.06,0.18,1.24,0.0
cole-anderson,Thu 1/13,@LBSU,L65-58,7.0,1-3,33.3,1-2,50.0,0-0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.29,0.0,0.0,0.0,0.14,0.43,0.0
cole-anderson,Thu 12/30,@UCSD,L85-83 OT,14.0,1-2,50.0,1-2,50.0,0-0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.14,0.07,0.0,0.0,0.07,0.21,0.0
cole-anderson,Wed 12/22,vsIDST,W56-43,3.0,0-1,0.0,0-1,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cole-anderson,Sun 12/19,vsFAMU,W73-62,3.0,0-1,0.0,0-1,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cole-anderson,Tue 12/14,@PAC,L80-71 OT,3.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0
cole-anderson,Sat 12/11,@SMC,L80-59,9.0,1-2,50.0,0-1,0.0,0-0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.11,0.0,0.0,0.0,0.11,0.22,0.0
cole-anderson,Sun 12/5,vsCLU,W87-66,15.0,6-11,54.5,2-6,33.3,0-1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,14.0,0.07,0.07,0.0,0.07,0.0,0.93,0.07
cole-anderson,Fri 12/3,vsPEPP,W86-74,1.0,0-1,0.0,0-1,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cole-anderson,Mon 11/29,vsUTA,L70-62,3.0,1-3,33.3,0-1,0.0,0-0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.33,0.0,0.0,0.0,0.67,0.0
cole-anderson,Wed 11/24,vsUAPB,W86-58,11.0,1-1,100.0,1-1,100.0,0-0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.09,0.0,0.0,0.0,0.27,0.0
cole-anderson,Sat 11/20,vsCHIC,W81-50,10.0,1-4,25.0,1-3,33.3,2-2,100.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.2,0.0,0.0,0.0,0.1,0.5,0.0
cole-anderson,Mon 11/15,@WSU,L73-65,7.0,1-2,50.0,1-2,50.0,0-0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.29,0.43,0.0
david-pickles,Sun 12/5,vsCLU,W87-66,1.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
david-pickles,Wed 11/10,vsSFSU,W119-65,2.0,1-2,50.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5
gage-gomez,Tue 1/25,@CSUN,W72-45,1.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gage-gomez,Sun 12/5,vsCLU,W87-66,1.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gage-gomez,Wed 11/24,vsUAPB,W86-58,2.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gage-gomez,Wed 11/10,vsSFSU,W119-65,7.0,1-1,100.0,1-1,100.0,0-0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.43,0.29,0.0,0.0,0.0,0.43,0.0
jakov-kukic,Sat 2/5,vsUCSD,W84-48,3.0,1-2,50.0,0-1,0.0,0-0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.67,0.33,0.0,0.0,0.0,0.67,0.0
jakov-kukic,Thu 2/3,vsUCI,L53-52,2.0,0-1,0.0,0-0,0.0,2-2,100.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0
jakov-kukic,Sat 1/15,@CSUF,L79-73,2.0,0-1,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
jakov-kukic,Thu 12/30,@UCSD,L85-83 OT,5.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.4
jakov-kukic,Sat 12/11,@SMC,L80-59,2.0,1-1,100.0,0-0,0.0,2-2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
jakov-kukic,Sun 12/5,vsCLU,W87-66,5.0,1-1,100.0,0-0,0.0,0-0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.2,0.0,0.2,0.2,0.4,0.2
jakov-kukic,Wed 11/24,vsUAPB,W86-58,3.0,0-0,0.0,0-0,0.0,0-1,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33
jakov-kukic,Sat 11/20,vsCHIC,W81-50,5.0,2-4,50.0,1-1,100.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
jakov-kukic,Wed 11/10,vsSFSU,W119-65,9.0,2-2,100.0,0-0,0.0,3-4,75.0,5.0,2.0,0.0,0.0,0.0,1.0,7.0,0.56,0.22,0.0,0.0,0.0,0.78,0.11
jay-nagle,Fri 3/11,vsLBSU,L67-64,6.0,1-1,100.0,1-1,100.0,0-0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.17,0.17,0.16666666666666666,0.0,0.17,0.5,0.0
jay-nagle,Thu 3/10,vsUCI,W78-69,3.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jay-nagle,Tue 3/1,vsCSUN,W70-61,4.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jay-nagle,Sat 2/26,@UCR,W97-90 2OT,4.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
jay-nagle,Thu 2/24,@UCD,W76-69 OT,2.0,0-0,0.0,0-0,0.0,0-0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
jay-nagle,Sat 2/19,vsLBSU,W84-71,5.0,0-1,0.0,0-1,0.0,0-0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
jay-nagle,Thu 2/17,vsCSUF,L67-58,5.0,1-2,50.0,1-1,100.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
jay-nagle,Sat 2/12,@CP,W69-64,2.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
jay-nagle,Thu 2/10,@CSUB,W74-62,10.0,0-0,0.0,0-0,0.0,0-0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0
jay-nagle,Sat 2/5,vsUCSD,W84-48,13.0,2-4,50.0,0-1,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0
jay-nagle,Sat 1/15,@CSUF,L79-73,4.0,0-2,0.0,0-1,0.0,0-0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
jay-nagle,Thu 12/30,@UCSD,L85-83 OT,18.0,1-2,50.0,0-1,0.0,0-0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.17,0.06,0.0,0.0,0.0,0.11,0.0
jay-nagle,Wed 12/22,vsIDST,W56-43,2.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jay-nagle,Sun 12/19,vsFAMU,W73-62,2.0,0-1,0.0,0-1,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jay-nagle,Sat 12/11,@SMC,L80-59,8.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0
jay-nagle,Sun 12/5,vsCLU,W87-66,14.0,1-5,20.0,0-2,0.0,0-0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,0.29,0.21,0.0,0.0,0.0,0.14,0.07
jay-nagle,Fri 12/3,vsPEPP,W86-74,7.0,1-1,100.0,1-1,100.0,0-0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.29,0.0,0.0,0.14,0.43,0.0
jay-nagle,Mon 11/29,vsUTA,L70-62,3.0,0-0,0.0,0-0,0.0,0-0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.0,0.0
jay-nagle,Wed 11/24,vsUAPB,W86-58,16.0,0-2,0.0,0-1,0.0,1-2,50.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.19,0.0,0.0,0.06,0.06,0.0
jay-nagle,Sat 11/20,vsCHIC,W81-50,15.0,0-1,0.0,0-0,0.0,1-2,50.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.27,0.13,0.0,0.0,0.07,0.07,0.0
jay-nagle,Mon 11/15,@WSU,L73-65,2.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jay-nagle,Wed 11/10,vsSFSU,W119-65,19.0,2-3,66.7,1-2,50.0,2-2,100.0,7.0,4.0,1.0,0.0,2.0,1.0,7.0,0.37,0.21,0.05263157894736842,0.0,0.11,0.37,0.05
josh-pierre-louis,Thu 3/10,vsUCI,W78-69,12.0,2-2,100.0,0-0,0.0,0-0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,0.08,0.08,0.0,0.0,0.08,0.33,0.08
josh-pierre-louis,Thu 3/3,vsHAW,W67-60,36.0,5-10,50.0,0-1,0.0,6-7,85.7,3.0,2.0,0.0,2.0,2.0,5.0,16.0,0.08,0.06,0.0,0.06,0.06,0.44,0.14
josh-pierre-louis,Tue 3/1,vsCSUN,W70-61,22.0,2-3,66.7,0-1,0.0,3-6,50.0,4.0,2.0,0.0,1.0,3.0,2.0,7.0,0.18,0.09,0.0,0.05,0.14,0.32,0.09
josh-pierre-louis,Sat 2/26,@UCR,W97-90 2OT,25.0,3-3,100.0,0-0,0.0,4-5,80.0,2.0,3.0,1.0,3.0,4.0,1.0,10.0,0.08,0.12,0.04,0.12,0.16,0.4,0.04
josh-pierre-louis,Thu 2/24,@UCD,W76-69 OT,34.0,5-15,33.3,1-5,20.0,3-6,50.0,5.0,4.0,0.0,0.0,3.0,3.0,14.0,0.15,0.12,0.0,0.0,0.09,0.41,0.09
josh-pierre-louis,Sat 2/19,vsLBSU,W84-71,35.0,4-6,66.7,0-1,0.0,9-12,75.0,8.0,11.0,0.0,3.0,2.0,4.0,17.0,0.23,0.31,0.0,0.09,0.06,0.49,0.11
josh-pierre-louis,Thu 2/17,vsCSUF,L67-58,32.0,2-7,28.6,0-3,0.0,1-3,33.3,5.0,8.0,0.0,1.0,1.0,2.0,5.0,0.16,0.25,0.0,0.03,0.03,0.16,0.06
josh-pierre-louis,Sat 2/12,@CP,W69-64,26.0,4-7,57.1,3-3,100.0,2-4,50.0,2.0,4.0,0.0,0.0,2.0,1.0,13.0,0.08,0.15,0.0,0.0,0.08,0.5,0.04
josh-pierre-louis,Thu 2/10,@CSUB,W74-62,26.0,3-7,42.9,0-2,0.0,0-0,0.0,4.0,0.0,0.0,2.0,4.0,5.0,6.0,0.15,0.0,0.0,0.08,0.15,0.23,0.19
josh-pierre-louis,Sat 2/5,vsUCSD,W84-48,29.0,6-7,85.7,0-0,0.0,0-0,0.0,3.0,7.0,0.0,5.0,0.0,3.0,12.0,0.1,0.24,0.0,0.17,0.0,0.41,0.1
josh-pierre-louis,Thu 2/3,vsUCI,L53-52,26.0,2-5,40.0,0-1,0.0,2-2,100.0,3.0,4.0,0.0,2.0,2.0,2.0,6.0,0.12,0.15,0.0,0.08,0.08,0.23,0.08
josh-pierre-louis,Sat 1/29,@HAW,L65-62,12.0,2-3,66.7,0-0,0.0,1-2,50.0,2.0,0.0,0.0,1.0,4.0,2.0,5.0,0.17,0.0,0.0,0.08,0.33,0.42,0.17
josh-pierre-louis,Tue 1/25,@CSUN,W72-45,20.0,1-1,100.0,0-0,0.0,0-0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,2.0,0.15,0.15,0.0,0.0,0.15,0.1,0.15
josh-pierre-louis,Sat 1/15,@CSUF,L79-73,15.0,1-4,25.0,0-0,0.0,1-2,50.0,2.0,0.0,0.0,2.0,1.0,2.0,3.0,0.13,0.0,0.0,0.13,0.07,0.2,0.13
josh-pierre-louis,Thu 1/13,@LBSU,L65-58,21.0,2-3,66.7,0-0,0.0,1-2,50.0,4.0,1.0,0.0,1.0,3.0,5.0,5.0,0.19,0.05,0.0,0.05,0.14,0.24,0.24
josh-pierre-louis,Wed 12/22,vsIDST,W56-43,24.0,2-3,66.7,0-0,0.0,0-0,0.0,6.0,2.0,0.0,1.0,1.0,2.0,4.0,0.25,0.08,0.0,0.04,0.04,0.17,0.08
josh-pierre-louis,Sun 12/19,vsFAMU,W73-62,25.0,2-4,50.0,0-1,0.0,2-4,50.0,3.0,2.0,0.0,1.0,2.0,5.0,6.0,0.12,0.08,0.0,0.04,0.08,0.24,0.2
josh-pierre-louis,Tue 12/14,@PAC,L80-71 OT,37.0,7-10,70.0,0-2,0.0,0-2,0.0,4.0,4.0,0.0,0.0,4.0,2.0,14.0,0.11,0.11,0.0,0.0,0.11,0.38,0.05
josh-pierre-louis,Sat 12/11,@SMC,L80-59,23.0,4-7,57.1,1-1,100.0,0-0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,9.0,0.13,0.04,0.0,0.04,0.04,0.39,0.04
josh-pierre-louis,Sun 12/5,vsCLU,W87-66,20.0,5-8,62.5,0-1,0.0,0-0,0.0,6.0,2.0,0.0,0.0,0.0,2.0,10.0,0.3,0.1,0.0,0.0,0.0,0.5,0.1
josh-pierre-louis,Fri 12/3,vsPEPP,W86-74,26.0,4-7,57.1,0-2,0.0,2-4,50.0,5.0,2.0,0.0,0.0,2.0,2.0,10.0,0.19,0.08,0.0,0.0,0.08,0.38,0.08
josh-pierre-louis,Mon 11/29,vsUTA,L70-62,34.0,3-6,50.0,0-0,0.0,1-3,33.3,11.0,4.0,0.0,2.0,1.0,3.0,7.0,0.32,0.12,0.0,0.06,0.03,0.21,0.09
josh-pierre-louis,Wed 11/24,vsUAPB,W86-58,23.0,4-8,50.0,0-2,0.0,0-2,0.0,3.0,2.0,0.0,2.0,1.0,3.0,8.0,0.13,0.09,0.0,0.09,0.04,0.35,0.13
josh-pierre-louis,Sat 11/20,vsCHIC,W81-50,27.0,3-6,50.0,0-1,0.0,1-2,50.0,3.0,6.0,0.0,1.0,3.0,2.0,7.0,0.11,0.22,0.0,0.04,0.11,0.26,0.07
josh-pierre-louis,Mon 11/15,@WSU,L73-65,29.0,1-7,14.3,0-0,0.0,1-2,50.0,4.0,2.0,0.0,0.0,2.0,1.0,3.0,0.14,0.07,0.0,0.0,0.07,0.1,0.03
josh-pierre-louis,Wed 11/10,vsSFSU,W119-65,23.0,9-11,81.8,0-1,0.0,7-12,58.3,8.0,4.0,0.0,1.0,0.0,2.0,25.0,0.35,0.17,0.0,0.04,0.0,1.09,0.09
max-sheldon,Sun 12/5,vsCLU,W87-66,1.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max-sheldon,Wed 11/10,vsSFSU,W119-65,4.0,1-1,100.0,0-0,0.0,0-0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0
miles-norris,Fri 3/11,vsLBSU,L67-64,30.0,6-14,42.9,3-6,50.0,0-0,0.0,7.0,1.0,1.0,0.0,2.0,0.0,15.0,0.23,0.03,0.03333333333333333,0.0,0.07,0.5,0.0
miles-norris,Thu 3/10,vsUCI,W78-69,35.0,2-9,22.2,0-2,0.0,3-4,75.0,8.0,1.0,2.0,1.0,0.0,1.0,7.0,0.23,0.03,0.05714285714285714,0.03,0.0,0.2,0.03
miles-norris,Thu 3/3,vsHAW,W67-60,37.0,6-12,50.0,0-5,0.0,0-0,0.0,7.0,2.0,1.0,2.0,1.0,2.0,12.0,0.19,0.05,0.02702702702702703,0.05,0.03,0.32,0.05
miles-norris,Tue 3/1,vsCSUN,W70-61,32.0,1-7,14.3,0-4,0.0,2-2,100.0,8.0,2.0,2.0,2.0,0.0,1.0,4.0,0.25,0.06,0.0625,0.06,0.0,0.12,0.03
miles-norris,Sat 2/26,@UCR,W97-90 2OT,45.0,0-6,0.0,0-2,0.0,0-0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,0.04,0.04,0.0,0.07,0.04,0.0,0.0
miles-norris,Thu 2/24,@UCD,W76-69 OT,39.0,3-5,60.0,0-1,0.0,2-2,100.0,8.0,0.0,0.0,2.0,1.0,1.0,8.0,0.21,0.0,0.0,0.05,0.03,0.21,0.03
miles-norris,Sat 2/19,vsLBSU,W84-71,27.0,2-7,28.6,2-4,50.0,0-0,0.0,7.0,0.0,0.0,0.0,2.0,2.0,6.0,0.26,0.0,0.0,0.0,0.07,0.22,0.07
miles-norris,Thu 2/17,vsCSUF,L67-58,27.0,2-7,28.6,2-5,40.0,4-5,80.0,7.0,3.0,4.0,2.0,3.0,2.0,10.0,0.26,0.11,0.14814814814814814,0.07,0.11,0.37,0.07
miles-norris,Sat 2/12,@CP,W69-64,33.0,3-5,60.0,2-2,100.0,0-0,0.0,5.0,2.0,1.0,0.0,1.0,3.0,8.0,0.15,0.06,0.030303030303030304,0.0,0.03,0.24,0.09
miles-norris,Thu 2/10,@CSUB,W74-62,24.0,2-3,66.7,1-2,50.0,2-2,100.0,6.0,1.0,0.0,1.0,3.0,1.0,7.0,0.25,0.04,0.0,0.04,0.12,0.29,0.04
miles-norris,Sat 2/5,vsUCSD,W84-48,27.0,13-16,81.3,5-7,71.4,1-1,100.0,5.0,1.0,0.0,1.0,2.0,2.0,32.0,0.19,0.04,0.0,0.04,0.07,1.19,0.07
miles-norris,Thu 2/3,vsUCI,L53-52,33.0,2-7,28.6,1-6,16.7,3-3,100.0,2.0,2.0,0.0,1.0,2.0,1.0,8.0,0.06,0.06,0.0,0.03,0.06,0.24,0.03
miles-norris,Sat 1/29,@HAW,L65-62,36.0,2-8,25.0,1-4,25.0,2-2,100.0,6.0,1.0,0.0,1.0,2.0,3.0,7.0,0.17,0.03,0.0,0.03,0.06,0.19,0.08
miles-norris,Tue 1/25,@CSUN,W72-45,32.0,11-13,84.6,9-10,90.0,0-0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,31.0,0.16,0.03,0.0,0.0,0.03,0.97,0.03
miles-norris,Sat 1/15,@CSUF,L79-73,20.0,4-8,50.0,3-6,50.0,0-0,0.0,3.0,1.0,0.0,0.0,5.0,1.0,11.0,0.15,0.05,0.0,0.0,0.25,0.55,0.05
miles-norris,Thu 1/13,@LBSU,L65-58,26.0,4-10,40.0,0-3,0.0,2-4,50.0,5.0,0.0,1.0,1.0,1.0,1.0,10.0,0.19,0.0,0.038461538461538464,0.04,0.04,0.38,0.04
miles-norris,Thu 12/30,@UCSD,L85-83 OT,33.0,6-9,66.7,2-4,50.0,6-7,85.7,5.0,4.0,1.0,0.0,3.0,3.0,20.0,0.15,0.12,0.030303030303030304,0.0,0.09,0.61,0.09
miles-norris,Wed 12/22,vsIDST,W56-43,32.0,2-6,33.3,1-3,33.3,0-0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,5.0,0.09,0.06,0.0,0.0,0.03,0.16,0.03
miles-norris,Sun 12/19,vsFAMU,W73-62,32.0,4-10,40.0,0-2,0.0,2-2,100.0,7.0,0.0,0.0,0.0,1.0,3.0,10.0,0.22,0.0,0.0,0.0,0.03,0.31,0.09
miles-norris,Tue 12/14,@PAC,L80-71 OT,39.0,3-10,30.0,2-7,28.6,3-7,42.9,3.0,0.0,0.0,0.0,3.0,3.0,11.0,0.08,0.0,0.0,0.0,0.08,0.28,0.08
miles-norris,Sat 12/11,@SMC,L80-59,23.0,0-3,0.0,0-2,0.0,2-2,100.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,0.13,0.04,0.0,0.04,0.04,0.09,0.04
miles-norris,Sun 12/5,vsCLU,W87-66,19.0,2-2,100.0,0-0,0.0,2-2,100.0,6.0,1.0,1.0,1.0,0.0,3.0,6.0,0.32,0.05,0.05263157894736842,0.05,0.0,0.32,0.16
miles-norris,Fri 12/3,vsPEPP,W86-74,22.0,4-9,44.4,0-2,0.0,5-8,62.5,9.0,1.0,0.0,2.0,4.0,2.0,13.0,0.41,0.05,0.0,0.09,0.18,0.59,0.09
miles-norris,Mon 11/29,vsUTA,L70-62,25.0,2-6,33.3,0-3,0.0,3-4,75.0,5.0,2.0,0.0,0.0,3.0,2.0,7.0,0.2,0.08,0.0,0.0,0.12,0.28,0.08
miles-norris,Wed 11/24,vsUAPB,W86-58,24.0,5-10,50.0,3-5,60.0,0-0,0.0,6.0,2.0,0.0,0.0,1.0,1.0,13.0,0.25,0.08,0.0,0.0,0.04,0.54,0.04
miles-norris,Sat 11/20,vsCHIC,W81-50,22.0,4-9,44.4,0-3,0.0,2-2,100.0,6.0,0.0,2.0,1.0,1.0,2.0,10.0,0.27,0.0,0.09090909090909091,0.05,0.05,0.45,0.09
miles-norris,Mon 11/15,@WSU,L73-65,32.0,1-6,16.7,0-2,0.0,0-0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,2.0,0.16,0.0,0.03125,0.03,0.0,0.06,0.03
miles-norris,Wed 11/10,vsSFSU,W119-65,17.0,5-9,55.6,0-2,0.0,4-4,100.0,8.0,2.0,1.0,0.0,4.0,3.0,14.0,0.47,0.12,0.058823529411764705,0.0,0.24,0.82,0.18
robinson-idehen,Fri 3/11,vsLBSU,L67-64,12.0,3-4,75.0,0-0,0.0,0-1,0.0,2.0,0.0,1.0,1.0,1.0,1.0,6.0,0.17,0.0,0.08333333333333333,0.08,0.08,0.5,0.08
robinson-idehen,Thu 3/10,vsUCI,W78-69,8.0,1-2,50.0,0-0,0.0,0-0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0
robinson-idehen,Thu 3/3,vsHAW,W67-60,9.0,3-4,75.0,0-0,0.0,2-2,100.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,0.11,0.0,0.0,0.0,0.22,0.89,0.0
robinson-idehen,Tue 3/1,vsCSUN,W70-61,18.0,0-0,0.0,0-0,0.0,0-0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.11
robinson-idehen,Sat 2/26,@UCR,W97-90 2OT,11.0,3-4,75.0,0-0,0.0,0-2,0.0,2.0,0.0,0.0,0.0,3.0,0.0,6.0,0.18,0.0,0.0,0.0,0.27,0.55,0.0
robinson-idehen,Thu 2/24,@UCD,W76-69 OT,11.0,1-1,100.0,0-0,0.0,0-0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,0.36,0.09,0.0,0.0,0.09,0.18,0.0
robinson-idehen,Sat 2/19,vsLBSU,W84-71,19.0,1-2,50.0,0-0,0.0,0-0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.21,0.0,0.05263157894736842,0.0,0.05,0.11,0.0
robinson-idehen,Thu 2/17,vsCSUF,L67-58,17.0,3-3,100.0,0-0,0.0,2-3,66.7,3.0,0.0,0.0,1.0,2.0,1.0,8.0,0.18,0.0,0.0,0.06,0.12,0.47,0.06
robinson-idehen,Sat 2/12,@CP,W69-64,11.0,0-0,0.0,0-0,0.0,1-2,50.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.09,0.0,0.0,0.0,0.45,0.09,0.09
robinson-idehen,Thu 2/10,@CSUB,W74-62,15.0,1-1,100.0,0-0,0.0,0-6,0.0,3.0,0.0,1.0,0.0,5.0,3.0,2.0,0.2,0.0,0.06666666666666667,0.0,0.33,0.13,0.2
robinson-idehen,Sat 2/5,vsUCSD,W84-48,15.0,5-5,100.0,0-0,0.0,1-2,50.0,6.0,1.0,1.0,1.0,3.0,2.0,11.0,0.4,0.07,0.06666666666666667,0.07,0.2,0.73,0.13
robinson-idehen,Thu 2/3,vsUCI,L53-52,9.0,0-2,0.0,0-0,0.0,0-0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0
robinson-idehen,Sat 1/29,@HAW,L65-62,8.0,2-3,66.7,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.5,0.5,0.25
robinson-idehen,Tue 1/25,@CSUN,W72-45,13.0,0-2,0.0,0-0,0.0,1-2,50.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.15,0.0,0.07692307692307693,0.0,0.08,0.08,0.15
robinson-idehen,Sat 1/15,@CSUF,L79-73,21.0,4-6,66.7,0-0,0.0,1-2,50.0,5.0,1.0,1.0,0.0,3.0,2.0,9.0,0.24,0.05,0.047619047619047616,0.0,0.14,0.43,0.1
